,,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA,xG+xA,npxG,npxG+xA,Matches
655,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Osasuna,es La Liga,21,1998,26,26,2336,1,3,0,0,6,0,0.04,0.12,0.15,0.04,0.15,1.0,1.0,2.4,0.04,0.09,0.13,0.04,0.13,Matches
656,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,22,1996,25,16,1587,2,1,0,0,3,0,0.11,0.06,0.17,0.11,0.17,0.7,0.7,1.1,0.04,0.06,0.10,0.04,0.10,Matches
657,Aleix Febas\Aleix-Febas,es ESP,MF,Mallorca,es La Liga,23,1996,23,18,1401,0,3,0,0,3,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,1.4,0.04,0.09,0.13,0.04,0.13,Matches
658,Fernandinho\Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,23,22,1996,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,0.04,0.01,0.05,0.04,0.05,Matches
659,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,32,1986,17,17,1437,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.04,0.00,0.04,0.04,0.04,Matches
660,David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,25,1994,23,22,1983,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.04,0.01,0.05,0.04,0.05,Matches
661,Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,eng Premier League,27,1991,15,14,1262,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.04,0.00,0.04,0.04,0.04,Matches
662,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,eng Premier League,24,1995,24,23,1966,1,1,0,0,4,1,0.05,0.05,0.09,0.05,0.09,0.9,0.9,1.5,0.04,0.07,0.11,0.04,0.11,Matches
663,Simone Iacoponi\Simone-Iacoponi,it ITA,DF,Parma,it Serie A,32,1987,25,25,2240,2,0,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.1,0.04,0.00,0.04,0.04,0.04,Matches
664,Nicolas Isimat-Mirin\Nicolas-Isimat-Mirin,fr FRA,DF,Toulouse,fr Ligue 1,27,1991,14,14,1260,1,0,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.1,0.04,0.01,0.04,0.04,0.04,Matches
665,Joshua Kimmich\Joshua-Kimmich,de GER,MFDF,Bayern Munich,de Bundesliga,24,1995,28,28,2447,3,6,0,0,6,0,0.11,0.22,0.33,0.11,0.33,1.2,1.2,7.3,0.04,0.27,0.31,0.04,0.31,Matches
666,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,28,28,2458,2,0,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.7,0.04,0.03,0.06,0.04,0.06,Matches
667,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,19,19,1689,2,1,0,0,9,2,0.11,0.05,0.16,0.11,0.16,0.8,0.8,0.6,0.04,0.03,0.07,0.04,0.07,Matches
668,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,24,22,1943,1,2,0,0,11,1,0.05,0.09,0.14,0.05,0.14,0.8,0.8,1.6,0.04,0.07,0.11,0.04,0.11,Matches
669,Pol Lirola\Pol-Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,23,22,1856,0,2,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,2.1,0.04,0.10,0.14,0.04,0.14,Matches
670,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,25,25,2202,1,0,0,0,6,0,0.04,0.00,0.04,0.04,0.04,1.0,1.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
671,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26,26,2339,2,1,0,0,5,1,0.08,0.04,0.12,0.08,0.12,1.0,1.0,0.6,0.04,0.02,0.06,0.04,0.06,Matches
672,Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,18,16,1441,1,0,0,0,7,1,0.06,0.00,0.06,0.06,0.06,0.6,0.6,1.1,0.04,0.07,0.11,0.04,0.11,Matches
673,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,23,23,2002,2,1,0,0,5,0,0.09,0.04,0.13,0.09,0.13,0.9,0.9,0.5,0.04,0.02,0.07,0.04,0.07,Matches
674,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,25,24,2133,1,0,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.7,0.04,0.03,0.07,0.04,0.07,Matches
675,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,18,2001,16,16,1411,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches
676,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,es La Liga,26,1993,24,21,1837,2,0,0,0,10,0,0.10,0.00,0.10,0.10,0.10,0.9,0.9,0.9,0.04,0.05,0.09,0.04,0.09,Matches
677,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,es La Liga,28,1991,19,15,1418,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,0.6,0.6,1.1,0.04,0.07,0.11,0.04,0.11,Matches
678,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,eng Premier League,25,1993,28,28,2520,3,2,0,0,1,0,0.11,0.07,0.18,0.11,0.18,1.2,1.1,3.8,0.04,0.13,0.18,0.04,0.17,Matches
679,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,29,1990,22,20,1735,3,2,0,0,7,0,0.16,0.10,0.26,0.16,0.26,0.8,0.8,1.7,0.04,0.09,0.13,0.04,0.13,Matches
680,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14,14,1260,1,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.5,0.04,0.04,0.07,0.04,0.07,Matches
681,Rodri\Rodri,es ESP,MFDF,Manchester City,eng Premier League,23,1996,26,22,1957,3,1,0,0,7,0,0.14,0.05,0.18,0.14,0.18,0.9,0.9,1.3,0.04,0.06,0.10,0.04,0.10,Matches
682,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,22,21,1781,0,0,0,0,11,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.0,0.04,0.05,0.09,0.04,0.09,Matches
683,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,29,1990,28,27,2375,1,3,0,0,9,0,0.04,0.11,0.15,0.04,0.15,1.1,1.1,3.6,0.04,0.13,0.18,0.04,0.18,Matches
684,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,25,1994,24,24,2124,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.5,0.04,0.06,0.11,0.04,0.11,Matches
685,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,27,1991,16,16,1306,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13,Matches
686,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,17,17,1416,1,0,0,0,6,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.6,0.04,0.04,0.08,0.04,0.08,Matches
687,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,21,20,1827,1,3,0,0,2,0,0.05,0.15,0.20,0.05,0.20,0.8,0.8,0.8,0.04,0.04,0.08,0.04,0.08,Matches
688,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,22,22,1942,1,2,0,0,2,0,0.05,0.09,0.14,0.05,0.14,0.8,0.8,1.6,0.04,0.08,0.11,0.04,0.11,Matches
689,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28,28,2520,0,2,0,0,2,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,1.6,0.04,0.06,0.10,0.04,0.10,Matches
690,Panagiotis Tachtsidis\Panagiotis-Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,19,17,1446,0,1,0,0,6,1,0.00,0.06,0.06,0.00,0.06,0.7,0.7,1.1,0.04,0.07,0.11,0.04,0.11,Matches
691,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,20,20,1793,0,2,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,0.9,0.04,0.05,0.08,0.04,0.08,Matches
692,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,15,15,1291,1,0,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches
693,Sandro Tonali\Sandro-Tonali,it ITA,MF,Brescia,it Serie A,19,2000,23,23,2038,1,5,0,0,6,0,0.04,0.22,0.26,0.04,0.26,0.8,0.8,3.9,0.04,0.17,0.21,0.04,0.21,Matches
694,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,1992,27,27,2411,0,5,0,0,7,0,0.00,0.19,0.19,0.00,0.19,1.1,1.1,2.2,0.04,0.08,0.12,0.04,0.12,Matches
695,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,19,17,1476,1,2,0,0,6,0,0.06,0.12,0.18,0.06,0.18,0.6,0.6,0.9,0.04,0.05,0.09,0.04,0.09,Matches
696,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,25,1994,19,19,1710,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,0.04,0.02,0.06,0.04,0.06,Matches
697,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,24,1995,19,18,1554,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.3,0.04,0.07,0.11,0.04,0.11,Matches
698,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,29,1990,21,21,1807,1,2,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.8,0.8,1.5,0.04,0.07,0.11,0.04,0.11,Matches
699,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,eng Premier League,29,1990,26,26,2340,2,5,0,0,9,0,0.08,0.19,0.27,0.08,0.27,1.1,1.1,4.0,0.04,0.15,0.20,0.04,0.20,Matches
700,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,27,23,2129,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.03,0.02,0.04,0.03,0.04,Matches
701,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,24,23,2149,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,1.8,0.03,0.08,0.11,0.03,0.11,Matches
702,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,27,27,2417,1,2,0,0,4,0,0.04,0.07,0.11,0.04,0.11,0.8,0.8,0.9,0.03,0.03,0.06,0.03,0.06,Matches
703,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,20,17,1633,0,2,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.6,0.6,0.5,0.03,0.03,0.06,0.03,0.06,Matches
704,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,25,24,2172,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.0,0.03,0.00,0.03,0.03,0.03,Matches
705,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,22,1997,21,18,1679,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.4,0.03,0.08,0.11,0.03,0.11,Matches
706,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,27,27,2427,1,0,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.1,0.03,0.00,0.03,0.03,0.03,Matches
707,Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,23,20,1816,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,0.03,0.03,0.06,0.03,0.06,Matches
708,Adam Bodzek\Adam-Bodzek,de GER,MF,Düsseldorf,de Bundesliga,33,1985,24,19,1770,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.03,0.01,0.04,0.03,0.04,Matches
709,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,eng Premier League,27,1992,25,25,2147,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,0.03,0.04,0.08,0.03,0.08,Matches
710,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,24,24,2138,0,2,0,0,7,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,1.8,0.03,0.08,0.11,0.03,0.11,Matches
711,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,24,24,2147,1,3,0,0,6,0,0.04,0.13,0.17,0.04,0.17,0.7,0.7,2.3,0.03,0.10,0.13,0.03,0.13,Matches
712,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,23,23,2059,2,3,0,0,2,0,0.09,0.13,0.22,0.09,0.22,0.8,0.8,2.9,0.03,0.13,0.16,0.03,0.16,Matches
713,Andrea Cistana\Andrea-Cistana,it ITA,DF,Brescia,it Serie A,22,1997,21,21,1838,1,0,0,0,7,1,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.6,0.03,0.03,0.06,0.03,0.06,Matches
714,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22,22,1848,1,0,0,0,4,1,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,0.03,0.01,0.05,0.03,0.05,Matches
715,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,25,24,2131,0,1,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.1,0.03,0.01,0.03,0.03,0.03,Matches
716,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,28,26,2312,1,0,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.1,0.03,0.01,0.03,0.03,0.03,Matches
717,Julien Faussurier\Julien-Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,22,1980,2,3,0,0,1,0,0.09,0.14,0.23,0.09,0.23,0.6,0.6,1.8,0.03,0.08,0.11,0.03,0.11,Matches
718,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,23,1996,20,18,1423,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.03,0.04,0.07,0.03,0.07,Matches
719,Mamadou Fofana\Mamadou-Fofana,ml MLI,DFMF,Metz,fr Ligue 1,21,1998,20,18,1587,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.03,0.01,0.03,0.03,0.03,Matches
720,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,21,19,1802,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.6,0.6,1.6,0.03,0.08,0.11,0.03,0.11,Matches
721,Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,19,14,1278,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,0.8,0.03,0.05,0.09,0.03,0.09,Matches
722,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,21,21,1834,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
723,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,eng Premier League,20,1999,22,17,1592,0,1,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,1.1,0.03,0.06,0.09,0.03,0.09,Matches
724,Christian Günter\Christian-Gunter,de GER,DF,Freiburg,de Bundesliga,26,1993,29,29,2597,2,6,0,0,2,0,0.07,0.21,0.28,0.07,0.28,0.9,0.9,6.3,0.03,0.22,0.25,0.03,0.25,Matches
725,Dalbert Henrique\Dalbert-Henrique,br BRA,DF,Fiorentina,it Serie A,25,1993,23,22,1964,0,3,0,0,5,1,0.00,0.14,0.14,0.00,0.14,0.7,0.7,3.1,0.03,0.14,0.18,0.03,0.18,Matches
726,Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,fr Ligue 1,41,1977,28,28,2510,0,2,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,1.1,0.03,0.04,0.07,0.03,0.07,Matches
727,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Dijon,fr Ligue 1,25,1994,27,27,2386,0,3,0,0,5,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,2.1,0.03,0.08,0.11,0.03,0.11,Matches
728,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,27,27,2404,1,3,0,0,4,0,0.04,0.11,0.15,0.04,0.15,0.9,0.9,1.1,0.03,0.04,0.08,0.03,0.08,Matches
729,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,22,19,1736,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.03,0.03,0.05,0.03,0.05,Matches
730,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,19,17,1558,1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.03,0.01,0.04,0.03,0.04,Matches
731,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,18,17,1473,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.4,0.03,0.02,0.06,0.03,0.06,Matches
732,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,21,21,1844,1,2,0,0,7,1,0.05,0.10,0.15,0.05,0.15,0.7,0.7,0.6,0.03,0.03,0.06,0.03,0.06,Matches
733,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,26,24,1983,2,6,0,0,8,1,0.09,0.27,0.36,0.09,0.36,0.8,0.8,2.1,0.03,0.10,0.13,0.03,0.13,Matches
734,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,23,21,1869,0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.3,0.03,0.02,0.05,0.03,0.05,Matches
735,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,21,16,1557,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.0,0.03,0.00,0.03,0.03,0.03,Matches
736,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,32,1987,22,21,1694,0,1,0,0,9,1,0.00,0.05,0.05,0.00,0.05,0.6,0.6,2.0,0.03,0.11,0.14,0.03,0.14,Matches
737,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,19,19,1607,0,1,0,0,4,1,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.1,0.03,0.01,0.04,0.03,0.04,Matches
738,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,23,20,1669,1,2,0,0,5,1,0.05,0.11,0.16,0.05,0.16,0.6,0.6,1.5,0.03,0.08,0.11,0.03,0.11,Matches
739,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,22,22,1946,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,0.03,0.01,0.05,0.03,0.05,Matches
740,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,17,17,1503,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.03,0.00,0.04,0.03,0.04,Matches
741,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,19,16,1488,0,2,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.3,0.03,0.02,0.05,0.03,0.05,Matches
742,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,19,15,1364,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.03,0.04,0.07,0.03,0.07,Matches
743,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,32,1986,29,27,2436,1,6,0,0,5,0,0.04,0.22,0.26,0.04,0.26,0.8,0.8,5.3,0.03,0.19,0.22,0.03,0.22,Matches
744,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,28,1990,18,17,1466,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.03,0.04,0.06,0.03,0.06,Matches
745,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,fr Ligue 1,20,1999,17,14,1273,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.9,0.03,0.06,0.09,0.03,0.09,Matches
746,Nahitan Nández\Nahitan-Nandez,uy URU,MF,Cagliari,it Serie A,23,1995,23,20,1818,1,3,0,0,10,0,0.05,0.15,0.20,0.05,0.20,0.7,0.7,2.3,0.03,0.11,0.15,0.03,0.15,Matches
747,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,es La Liga,23,1996,17,16,1449,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.03,0.01,0.04,0.03,0.04,Matches
748,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23,1996,28,28,2520,0,2,0,0,6,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.9,0.03,0.03,0.06,0.03,0.06,Matches
749,Allan Nyom\Allan-Nyom,cm CMR,DFMF,Getafe,es La Liga,31,1988,25,23,1794,2,0,0,0,10,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.8,0.03,0.04,0.07,0.03,0.07,Matches
750,Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,es La Liga,25,1994,25,25,2250,1,3,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.8,0.8,3.1,0.03,0.12,0.16,0.03,0.16,Matches
751,Kiko Olivas\Kiko-Olivas,es ESP,DF,Valladolid,es La Liga,30,1988,27,27,2430,1,0,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.2,0.03,0.01,0.04,0.03,0.04,Matches
752,Kenneth Omeruo\Kenneth-Omeruo,ng NGA,DF,Leganés,es La Liga,25,1993,19,18,1598,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.1,0.03,0.01,0.04,0.03,0.04,Matches
753,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,es La Liga,28,1990,24,23,2084,1,0,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.6,0.6,0.0,0.03,0.00,0.03,0.03,0.03,Matches
754,Luca Pellegrini\Luca-Pellegrini,it ITA,DF,Cagliari,it Serie A,20,1999,20,19,1658,0,4,0,0,9,0,0.00,0.22,0.22,0.00,0.22,0.5,0.5,2.1,0.03,0.12,0.14,0.03,0.14,Matches
755,Romain Perraud\Romain-Perraud,fr FRA,DF,Brest,fr Ligue 1,21,1997,20,19,1670,0,1,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.6,0.03,0.09,0.12,0.03,0.12,Matches
756,Loïc Perrin\Loic-Perrin,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21,20,1714,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.03,0.01,0.04,0.03,0.04,Matches
757,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,30,1988,20,20,1751,1,0,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
758,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,31,1988,21,21,1832,1,2,0,0,7,0,0.05,0.10,0.15,0.05,0.15,0.7,0.7,1.1,0.03,0.05,0.09,0.03,0.09,Matches
759,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,25,23,2012,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,2.3,0.03,0.10,0.14,0.03,0.14,Matches
760,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,23,1996,22,21,1890,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.03,0.00,0.03,0.03,0.03,Matches
761,Joan Sastre Vanrell\Joan-Sastre-Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15,15,1279,0,2,0,0,4,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,1.4,0.03,0.10,0.13,0.03,0.13,Matches
762,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,19,17,1503,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,0.03,0.04,0.08,0.03,0.08,Matches
763,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,24,1995,24,24,2086,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.03,0.01,0.04,0.03,0.04,Matches
764,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,18,18,1557,0,1,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.6,0.03,0.04,0.07,0.03,0.07,Matches
765,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,24,22,2016,2,0,0,0,6,0,0.09,0.00,0.09,0.09,0.09,0.7,0.6,1.2,0.03,0.05,0.08,0.03,0.08,Matches
